row_id,L,P,tipo,linhas_executaveis,linhas_executadas,linhas_nao_executadas,binary_tempo_ns,binary_memoria_kb,binary_iteracoes,interpolation_tempo_ns,interpolation_memoria_kb,interpolation_iteracoes,binary_interpolation_tempo_ns,binary_interpolation_memoria_kb,binary_interpolation_iteracoes,interpolation_once_binary_tempo_ns,interpolation_once_binary_memoria_kb,interpolation_once_binary_iteracoes
sim_001_L_1024_P_30_biased,1024,30,biased,1024,307,717,38.39,13344.0,8.074,58.284,13344.0,5.034,37.495,13344.0,2.418,29.542,13344.0,7.256
sim_001_L_1024_P_30_cluster,1024,30,cluster,1024,307,717,32.109,13356.0,8.213,49.045,13356.0,3.604,43.597,13356.0,2.586,52.441,13356.0,8.31
sim_001_L_1024_P_30_fault,1024,30,fault,1024,307,717,31.972,13476.0,8.07,42.476,13476.0,3.173,49.401,13476.0,3.006,36.863,13476.0,7.718
sim_001_L_1024_P_30_uniform,1024,30,uniform,1024,307,717,34.091,13728.0,8.069,39.606,13728.0,2.534,41.472,13728.0,2.36,48.35,13728.0,7.822
sim_001_L_1024_P_40_biased,1024,40,biased,1024,409,615,29.615,13356.0,8.376,53.815,13356.0,4.34,33.227,13356.0,2.64,28.973,13356.0,7.018
sim_001_L_1024_P_40_cluster,1024,40,cluster,1024,409,615,31.748,13612.0,8.453,50.625,13612.0,3.956,42.348,13612.0,2.814,45.124,13612.0,8.561
sim_001_L_1024_P_40_fault,1024,40,fault,1024,409,615,36.5,13356.0,8.374,42.517,13356.0,3.148,46.288,13356.0,2.928,35.295,13356.0,7.727
sim_001_L_1024_P_40_uniform,1024,40,uniform,1024,409,615,32.149,13476.0,8.345,31.25,13476.0,2.49,34.158,13476.0,2.431,38.606,13476.0,7.468
sim_001_L_1024_P_50_biased,1024,50,biased,1024,512,512,32.961,13612.0,8.514,58.481,13612.0,4.041,39.988,13612.0,2.917,42.085,13612.0,7.342
sim_001_L_1024_P_50_cluster,1024,50,cluster,1024,512,512,32.57,13612.0,8.511,70.193,13612.0,4.935,63.821,13612.0,3.838,43.52,13612.0,8.578
sim_001_L_1024_P_50_fault,1024,50,fault,1024,512,512,26.246,13608.0,8.523,44.34,13608.0,3.024,40.295,13608.0,2.784,33.0,13608.0,7.239
sim_001_L_1024_P_50_uniform,1024,50,uniform,1024,512,512,37.198,13612.0,8.511,29.784,13612.0,2.452,37.804,13612.0,2.326,44.736,13612.0,8.361
sim_001_L_1024_P_60_biased,1024,60,biased,1024,614,410,35.647,13484.0,8.729,48.792,13484.0,3.418,48.569,13484.0,3.173,49.991,13484.0,8.304
sim_001_L_1024_P_60_cluster,1024,60,cluster,1024,614,410,32.769,13476.0,8.861,68.516,13476.0,4.923,63.774,13476.0,3.998,47.201,13476.0,9.062
sim_001_L_1024_P_60_fault,1024,60,fault,1024,614,410,35.829,13612.0,8.729,36.938,13612.0,2.915,40.383,13612.0,2.789,38.022,13612.0,7.758
sim_001_L_1024_P_60_uniform,1024,60,uniform,1024,614,410,33.664,13484.0,8.75,28.882,13484.0,2.269,37.596,13484.0,2.202,42.015,13484.0,7.364
sim_001_L_1024_P_70_biased,1024,70,biased,1024,716,308,35.771,13612.0,8.896,40.285,13612.0,3.193,46.837,13612.0,2.986,37.352,13612.0,7.99
sim_001_L_1024_P_70_cluster,1024,70,cluster,1024,716,308,38.293,13612.0,8.919,67.889,13612.0,4.688,43.502,13612.0,2.898,38.089,13612.0,8.151
sim_001_L_1024_P_70_fault,1024,70,fault,1024,716,308,33.09,13472.0,8.884,48.44,13472.0,3.235,52.1,13472.0,3.16,42.702,13472.0,8.482
sim_001_L_1024_P_70_uniform,1024,70,uniform,1024,716,308,36.59,13484.0,8.871,40.042,13484.0,2.606,46.748,13484.0,2.592,46.43,13484.0,9.102
sim_001_L_1024_P_80_biased,1024,80,biased,1024,819,205,33.666,13608.0,8.975,35.562,13608.0,2.917,39.142,13608.0,2.831,38.765,13608.0,7.806
sim_001_L_1024_P_80_cluster,1024,80,cluster,1024,819,205,40.578,13476.0,8.974,53.304,13476.0,3.689,49.161,13476.0,3.295,45.628,13476.0,9.417
sim_001_L_1024_P_80_fault,1024,80,fault,1024,819,205,32.413,13612.0,8.966,31.071,13612.0,2.551,36.886,13612.0,2.393,47.71,13612.0,8.72
sim_001_L_1024_P_80_uniform,1024,80,uniform,1024,819,205,41.577,13608.0,8.961,24.717,13608.0,2.113,28.577,13608.0,2.081,39.128,13608.0,7.865
sim_001_L_128_P_30_biased,128,30,biased,128,38,90,22.47,13612.0,5.07,53.707,13612.0,3.164,31.982,13612.0,1.68,20.845,13612.0,4.773
sim_001_L_128_P_30_cluster,128,30,cluster,128,38,90,21.785,13484.0,4.961,4.157,13484.0,0.297,9.479,13484.0,0.297,13.828,13484.0,3.922
sim_001_L_128_P_30_fault,128,30,fault,128,38,90,19.315,13612.0,5.062,28.474,13612.0,1.891,31.328,13612.0,1.82,28.542,13612.0,5.039
sim_001_L_128_P_30_uniform,128,30,uniform,128,38,90,22.379,13728.0,5.164,20.608,13728.0,1.367,39.388,13728.0,1.359,29.149,13728.0,4.664
sim_001_L_128_P_40_biased,128,40,biased,128,51,77,18.706,13728.0,5.469,27.404,13728.0,2.516,22.098,13728.0,1.914,24.479,13728.0,4.312
sim_001_L_128_P_40_cluster,128,40,cluster,128,51,77,21.624,13736.0,5.18,8.794,13736.0,0.398,9.131,13736.0,0.398,13.233,13736.0,3.633
sim_001_L_128_P_40_fault,128,40,fault,128,51,77,20.923,13736.0,5.445,33.935,13736.0,2.617,27.397,13736.0,1.969,30.397,13736.0,4.594
sim_001_L_128_P_40_uniform,128,40,uniform,128,51,77,24.346,13472.0,5.406,22.889,13472.0,1.781,23.938,13472.0,1.773,26.499,13472.0,5.18
sim_001_L_128_P_50_biased,128,50,biased,128,64,64,22.987,13612.0,5.609,28.456,13612.0,2.352,32.429,13612.0,2.07,28.184,13612.0,4.719
sim_001_L_128_P_50_cluster,128,50,cluster,128,64,64,25.221,13612.0,5.828,20.307,13612.0,1.234,18.123,13612.0,1.273,22.327,13612.0,5.945
sim_001_L_128_P_50_fault,128,50,fault,128,64,64,26.792,13736.0,5.594,38.236,13736.0,2.312,39.089,13736.0,2.172,26.549,13736.0,5.336
sim_001_L_128_P_50_uniform,128,50,uniform,128,64,64,15.274,13604.0,5.578,26.182,13604.0,2.156,35.87,13604.0,2.102,22.03,13604.0,5.195
sim_001_L_128_P_60_biased,128,60,biased,128,76,52,22.956,13612.0,5.805,25.839,13612.0,2.266,41.652,13612.0,2.109,31.969,13612.0,5.234
sim_001_L_128_P_60_cluster,128,60,cluster,128,76,52,23.703,13600.0,5.852,11.656,13600.0,0.703,8.153,13600.0,0.703,20.656,13600.0,3.836
sim_001_L_128_P_60_fault,128,60,fault,128,76,52,28.171,13612.0,5.766,31.364,13612.0,2.367,39.758,13612.0,2.344,33.651,13612.0,5.438
sim_001_L_128_P_60_uniform,128,60,uniform,128,76,52,27.099,13612.0,5.82,18.669,13612.0,1.625,20.88,13612.0,1.602,20.438,13612.0,4.875
sim_001_L_128_P_70_biased,128,70,biased,128,89,39,18.596,13728.0,5.914,27.297,13728.0,2.094,30.559,13728.0,2.031,21.587,13728.0,4.68
sim_001_L_128_P_70_cluster,128,70,cluster,128,89,39,19.369,13604.0,5.812,27.489,13604.0,2.016,15.075,13604.0,1.516,27.486,13604.0,5.547
sim_001_L_128_P_70_fault,128,70,fault,128,89,39,21.245,13728.0,6.008,22.476,13728.0,2.195,24.455,13728.0,2.156,21.634,13728.0,5.258
sim_001_L_128_P_70_uniform,128,70,uniform,128,89,39,29.659,13736.0,5.922,24.407,13736.0,1.641,27.905,13736.0,1.648,27.047,13736.0,4.992
sim_001_L_128_P_80_biased,128,80,biased,128,102,26,21.82,13732.0,5.969,25.656,13732.0,2.203,34.299,13732.0,2.133,33.015,13732.0,5.5
sim_001_L_128_P_80_cluster,128,80,cluster,128,102,26,19.02,13612.0,6.062,30.689,13612.0,2.664,36.23,13612.0,2.344,40.329,13612.0,6.367
sim_001_L_128_P_80_fault,128,80,fault,128,102,26,25.478,13732.0,6.039,24.732,13732.0,1.977,22.832,13732.0,1.891,29.182,13732.0,5.117
sim_001_L_128_P_80_uniform,128,80,uniform,128,102,26,17.722,13612.0,6.008,17.894,13612.0,1.672,19.227,13612.0,1.672,19.864,13612.0,4.594
sim_001_L_16384_P_30_biased,16384,30,biased,16384,4915,11469,53.843,15148.0,12.038,123.089,15148.0,8.497,54.49,15148.0,3.339,52.466,15148.0,10.639
sim_001_L_16384_P_30_cluster,16384,30,cluster,16384,4915,11469,53.859,15268.0,11.987,115.272,15268.0,7.656,92.321,15268.0,5.209,57.835,15268.0,11.857
sim_001_L_16384_P_30_fault,16384,30,fault,16384,4915,11469,52.078,15212.0,12.045,47.19,15212.0,3.416,52.434,15212.0,3.151,55.602,15212.0,12.002
sim_001_L_16384_P_30_uniform,16384,30,uniform,16384,4915,11469,50.61,15272.0,12.04,45.299,15272.0,3.286,51.859,15272.0,3.133,58.058,15272.0,11.555
sim_001_L_16384_P_40_biased,16384,40,biased,16384,6553,9831,53.98,15376.0,12.36,103.06,15376.0,6.567,63.005,15376.0,3.584,52.501,15376.0,11.096
sim_001_L_16384_P_40_cluster,16384,40,cluster,16384,6553,9831,52.548,15304.0,12.348,110.118,15304.0,6.982,95.461,15304.0,5.171,60.866,15304.0,12.281
sim_001_L_16384_P_40_fault,16384,40,fault,16384,6553,9831,55.169,15276.0,12.347,49.689,15276.0,3.6,56.798,15276.0,3.41,58.505,15276.0,12.223
sim_001_L_16384_P_40_uniform,16384,40,uniform,16384,6553,9831,53.378,15268.0,12.348,38.459,15268.0,2.917,47.217,15268.0,2.823,59.849,15268.0,11.704
sim_001_L_16384_P_50_biased,16384,50,biased,16384,8192,8192,54.343,15276.0,12.501,80.702,15276.0,5.391,65.489,15276.0,3.739,57.644,15276.0,11.066
sim_001_L_16384_P_50_cluster,16384,50,cluster,16384,8192,8192,52.975,15376.0,12.502,98.364,15376.0,6.654,88.73,15376.0,4.951,58.401,15376.0,12.302
sim_001_L_16384_P_50_fault,16384,50,fault,16384,8192,8192,54.014,15156.0,12.501,47.917,15156.0,3.655,55.892,15156.0,3.388,57.876,15156.0,11.693
sim_001_L_16384_P_50_uniform,16384,50,uniform,16384,8192,8192,60.11,15272.0,12.501,38.645,15272.0,2.948,46.358,15272.0,2.867,59.433,15272.0,12.432
sim_001_L_16384_P_60_biased,16384,60,biased,16384,9830,6554,54.006,15376.0,12.732,65.489,15376.0,4.73,62.471,15376.0,3.775,56.823,15376.0,11.305
sim_001_L_16384_P_60_cluster,16384,60,cluster,16384,9830,6554,55.477,15424.0,12.765,92.362,15424.0,5.969,84.973,15424.0,4.841,65.334,15424.0,12.855
sim_001_L_16384_P_60_fault,16384,60,fault,16384,9830,6554,56.382,15168.0,12.737,47.201,15168.0,3.538,54.417,15168.0,3.344,57.151,15168.0,12.35
sim_001_L_16384_P_60_uniform,16384,60,uniform,16384,9830,6554,58.061,15360.0,12.733,39.749,15360.0,2.85,45.874,15360.0,2.79,58.978,15360.0,11.828
sim_001_L_16384_P_70_biased,16384,70,biased,16384,11468,4916,59.349,15268.0,12.868,56.82,15268.0,4.139,65.623,15268.0,3.711,56.259,15268.0,11.713
sim_001_L_16384_P_70_cluster,16384,70,cluster,16384,11468,4916,56.854,15376.0,12.854,85.001,15376.0,5.545,80.836,15376.0,4.66,58.669,15376.0,12.595
sim_001_L_16384_P_70_fault,16384,70,fault,16384,11468,4916,53.493,15416.0,12.869,45.485,15416.0,3.313,51.381,15416.0,3.147,61.421,15416.0,12.846
sim_001_L_16384_P_70_uniform,16384,70,uniform,16384,11468,4916,58.649,15492.0,12.87,40.673,15492.0,2.92,44.556,15492.0,2.867,58.737,15492.0,11.991
sim_001_L_16384_P_80_biased,16384,80,biased,16384,13107,3277,57.283,15416.0,12.948,59.674,15416.0,4.051,62.525,15416.0,3.757,61.147,15416.0,12.477
sim_001_L_16384_P_80_cluster,16384,80,cluster,16384,13107,3277,61.587,15348.0,12.944,72.557,15348.0,5.083,70.195,15348.0,4.134,58.703,15348.0,12.051
sim_001_L_16384_P_80_fault,16384,80,fault,16384,13107,3277,57.905,15492.0,12.95,44.6,15492.0,3.256,48.577,15492.0,3.154,58.029,15492.0,11.87
sim_001_L_16384_P_80_uniform,16384,80,uniform,16384,13107,3277,60.069,15360.0,12.952,40.507,15360.0,2.918,45.592,15360.0,2.884,61.512,15360.0,12.675
sim_001_L_2048_P_30_biased,2048,30,biased,2048,614,1434,38.653,15492.0,9.047,106.661,15492.0,6.7,49.472,15492.0,2.823,39.768,15492.0,7.87
sim_001_L_2048_P_30_cluster,2048,30,cluster,2048,614,1434,37.612,15376.0,8.922,103.16,15376.0,6.409,71.515,15376.0,4.199,55.812,15376.0,8.875
sim_001_L_2048_P_30_fault,2048,30,fault,2048,614,1434,39.177,15416.0,9.042,43.238,15416.0,2.981,46.641,15416.0,2.792,44.847,15416.0,9.195
sim_001_L_2048_P_30_uniform,2048,30,uniform,2048,614,1434,42.953,15276.0,9.038,35.986,15276.0,2.832,49.375,15276.0,2.7,50.769,15276.0,8.788
sim_001_L_2048_P_40_biased,2048,40,biased,2048,819,1229,42.512,15376.0,9.339,78.806,15376.0,4.975,54.436,15376.0,3.098,36.779,15376.0,7.95
sim_001_L_2048_P_40_cluster,2048,40,cluster,2048,819,1229,36.364,15272.0,9.285,100.654,15272.0,6.826,73.063,15272.0,3.899,48.94,15272.0,9.396
sim_001_L_2048_P_40_fault,2048,40,fault,2048,819,1229,37.841,15276.0,9.375,41.057,15276.0,3.106,50.572,15276.0,2.902,52.135,15276.0,9.013
sim_001_L_2048_P_40_uniform,2048,40,uniform,2048,819,1229,36.367,15376.0,9.352,41.361,15376.0,3.039,49.927,15376.0,2.901,54.859,15376.0,8.734
sim_001_L_2048_P_50_biased,2048,50,biased,2048,1024,1024,41.665,15276.0,9.507,76.952,15276.0,4.55,55.798,15276.0,3.372,49.634,15276.0,8.296
sim_001_L_2048_P_50_cluster,2048,50,cluster,2048,1024,1024,42.229,15376.0,9.51,107.41,15376.0,7.279,83.957,15376.0,4.303,61.282,15376.0,9.755
sim_001_L_2048_P_50_fault,2048,50,fault,2048,1024,1024,43.14,15360.0,9.506,47.775,15360.0,3.397,54.974,15360.0,3.192,53.507,15360.0,9.775
sim_001_L_2048_P_50_uniform,2048,50,uniform,2048,1024,1024,50.463,15272.0,9.509,45.504,15272.0,2.76,50.591,15272.0,2.614,54.85,15272.0,8.681
sim_001_L_2048_P_60_biased,2048,60,biased,2048,1228,820,49.699,15416.0,9.736,58.642,15416.0,3.755,60.021,15416.0,3.3,45.839,15416.0,8.633
sim_001_L_2048_P_60_cluster,2048,60,cluster,2048,1228,820,37.492,15380.0,9.775,90.221,15380.0,5.508,81.402,15380.0,4.013,51.13,15380.0,9.573
sim_001_L_2048_P_60_fault,2048,60,fault,2048,1228,820,39.253,15376.0,9.717,44.027,15376.0,3.008,52.69,15376.0,2.85,50.382,15376.0,8.702
sim_001_L_2048_P_60_uniform,2048,60,uniform,2048,1228,820,53.8,15272.0,9.728,41.856,15272.0,2.64,48.78,15272.0,2.588,48.86,15272.0,8.632
sim_001_L_2048_P_70_biased,2048,70,biased,2048,1433,615,46.634,15380.0,9.87,50.959,15380.0,3.42,59.08,15380.0,3.231,50.514,15380.0,8.501
sim_001_L_2048_P_70_cluster,2048,70,cluster,2048,1433,615,43.262,15272.0,9.918,81.029,15272.0,5.405,61.963,15272.0,3.664,39.798,15272.0,9.528
sim_001_L_2048_P_70_fault,2048,70,fault,2048,1433,615,36.496,15360.0,9.89,34.015,15360.0,2.735,42.289,15360.0,2.616,46.859,15360.0,9.951
sim_001_L_2048_P_70_uniform,2048,70,uniform,2048,1433,615,44.401,15376.0,9.877,32.811,15376.0,2.497,40.527,15376.0,2.488,52.753,15376.0,9.556
sim_001_L_2048_P_80_biased,2048,80,biased,2048,1638,410,45.702,15380.0,9.959,45.401,15380.0,3.01,48.2,15380.0,2.874,48.907,15380.0,8.876
sim_001_L_2048_P_80_cluster,2048,80,cluster,2048,1638,410,45.033,15276.0,9.965,62.635,15276.0,3.981,63.828,15276.0,3.648,59.361,15276.0,10.14
sim_001_L_2048_P_80_fault,2048,80,fault,2048,1638,410,47.814,15376.0,9.954,30.39,15376.0,2.371,32.293,15376.0,2.287,49.988,15376.0,9.322
sim_001_L_2048_P_80_uniform,2048,80,uniform,2048,1638,410,44.761,15492.0,9.957,31.147,15492.0,2.381,35.708,15492.0,2.36,49.934,15492.0,8.908
sim_001_L_256_P_30_biased,256,30,biased,256,76,180,19.061,15360.0,6.023,52.745,15360.0,3.414,22.04,15360.0,1.676,36.804,15360.0,5.352
sim_001_L_256_P_30_cluster,256,30,cluster,256,76,180,25.133,15380.0,6.312,33.913,15380.0,2.324,27.31,15380.0,1.562,30.877,15380.0,6.137
sim_001_L_256_P_30_fault,256,30,fault,256,76,180,28.637,15376.0,6.043,50.479,15376.0,2.992,51.478,15376.0,2.672,34.813,15376.0,5.988
sim_001_L_256_P_30_uniform,256,30,uniform,256,76,180,33.163,15376.0,5.98,37.312,15376.0,1.973,43.192,15376.0,2.004,51.805,15376.0,6.035
sim_001_L_256_P_40_biased,256,40,biased,256,102,154,25.486,15380.0,6.344,62.606,15380.0,3.809,52.944,15380.0,2.289,33.499,15380.0,5.738
sim_001_L_256_P_40_cluster,256,40,cluster,256,102,154,30.862,15376.0,6.32,52.333,15376.0,2.957,44.181,15376.0,2.402,34.815,15376.0,6.707
sim_001_L_256_P_40_fault,256,40,fault,256,102,154,28.293,15416.0,6.383,46.191,15416.0,3.59,41.979,15416.0,2.766,33.677,15416.0,6.027
sim_001_L_256_P_40_uniform,256,40,uniform,256,102,154,27.847,15376.0,6.355,38.846,15376.0,2.391,36.579,15376.0,2.367,32.447,15376.0,6.227
sim_001_L_256_P_50_biased,256,50,biased,256,128,128,30.787,15360.0,6.539,47.162,15360.0,2.93,39.393,15360.0,2.648,38.168,15360.0,6.32
sim_001_L_256_P_50_cluster,256,50,cluster,256,128,128,22.351,15416.0,6.562,60.149,15416.0,3.781,31.03,15416.0,1.82,40.351,15416.0,6.703
sim_001_L_256_P_50_fault,256,50,fault,256,128,128,38.208,15376.0,6.535,49.587,15376.0,2.562,48.259,15376.0,2.32,44.88,15376.0,6.363
sim_001_L_256_P_50_uniform,256,50,uniform,256,128,128,41.551,15276.0,6.535,44.134,15276.0,2.254,55.177,15276.0,2.098,53.541,15276.0,5.836
sim_001_L_256_P_60_biased,256,60,biased,256,153,103,23.657,15416.0,6.789,48.159,15416.0,2.891,57.817,15416.0,2.578,31.777,15416.0,5.418
sim_001_L_256_P_60_cluster,256,60,cluster,256,153,103,29.409,15360.0,6.855,26.083,15360.0,2.27,40.992,15360.0,2.242,37.153,15360.0,7.094
sim_001_L_256_P_60_fault,256,60,fault,256,153,103,31.64,15272.0,6.758,48.607,15272.0,2.93,47.404,15272.0,2.762,46.301,15272.0,6.309
sim_001_L_256_P_60_uniform,256,60,uniform,256,153,103,26.7,15416.0,6.777,25.051,15416.0,1.887,23.819,15416.0,1.883,32.293,15416.0,6.375
sim_001_L_256_P_70_biased,256,70,biased,256,179,77,28.913,15416.0,6.918,29.252,15416.0,2.422,39.042,15416.0,2.371,26.377,15416.0,5.582
sim_001_L_256_P_70_cluster,256,70,cluster,256,179,77,29.991,15276.0,6.844,50.083,15276.0,2.98,32.544,15276.0,2.008,39.704,15276.0,6.68
sim_001_L_256_P_70_fault,256,70,fault,256,179,77,31.868,15360.0,6.836,33.41,15360.0,2.5,41.904,15360.0,2.402,43.473,15360.0,6.656
sim_001_L_256_P_70_uniform,256,70,uniform,256,179,77,37.989,15376.0,6.922,45.742,15376.0,2.738,47.733,15376.0,2.625,38.355,15376.0,6.574
sim_001_L_256_P_80_biased,256,80,biased,256,204,52,30.475,15360.0,6.988,41.546,15360.0,2.414,41.047,15360.0,2.445,28.945,15360.0,6.336
sim_001_L_256_P_80_cluster,256,80,cluster,256,204,52,28.3,15276.0,6.938,49.973,15276.0,3.316,51.521,15276.0,3.02,34.944,15276.0,7.223
sim_001_L_256_P_80_fault,256,80,fault,256,204,52,27.943,15380.0,6.988,25.106,15380.0,2.277,35.359,15380.0,2.254,36.418,15380.0,5.957
sim_001_L_256_P_80_uniform,256,80,uniform,256,204,52,33.692,15360.0,6.969,35.175,15360.0,2.164,47.211,15360.0,2.176,82.11,15360.0,6.762
sim_001_L_32768_P_30_biased,32768,30,biased,32768,9830,22938,68.371,17148.0,13.025,146.373,17148.0,9.434,64.086,17148.0,3.573,57.95,17148.0,11.675
sim_001_L_32768_P_30_cluster,32768,30,cluster,32768,9830,22938,62.338,17040.0,13.029,122.134,17040.0,7.894,106.003,17040.0,5.664,71.313,17040.0,13.379
sim_001_L_32768_P_30_fault,32768,30,fault,32768,9830,22938,59.734,17244.0,13.028,49.562,17244.0,3.663,57.802,17244.0,3.407,60.993,17244.0,13.425
sim_001_L_32768_P_30_uniform,32768,30,uniform,32768,9830,22938,59.209,17016.0,13.032,44.408,17016.0,3.195,55.147,17016.0,3.069,64.079,17016.0,12.758
sim_001_L_32768_P_40_biased,32768,40,biased,32768,13107,19661,61.214,17164.0,13.342,100.677,17164.0,6.869,67.961,17164.0,3.776,63.833,17164.0,11.972
sim_001_L_32768_P_40_cluster,32768,40,cluster,32768,13107,19661,61.917,17052.0,13.334,126.425,17052.0,7.759,96.49,17052.0,5.419,60.417,17052.0,12.722
sim_001_L_32768_P_40_fault,32768,40,fault,32768,13107,19661,64.008,16988.0,13.343,56.443,16988.0,3.748,61.825,16988.0,3.524,62.792,16988.0,12.474
sim_001_L_32768_P_40_uniform,32768,40,uniform,32768,13107,19661,64.071,17164.0,13.35,44.898,17164.0,3.108,51.475,17164.0,3.016,65.322,17164.0,12.746
sim_001_L_32768_P_50_biased,32768,50,biased,32768,16384,16384,62.444,17316.0,13.501,88.232,17316.0,5.703,69.643,17316.0,3.884,59.316,17316.0,12.125
sim_001_L_32768_P_50_cluster,32768,50,cluster,32768,16384,16384,63.147,17372.0,13.504,126.774,17372.0,7.853,97.887,17372.0,5.469,58.128,17372.0,12.338
sim_001_L_32768_P_50_fault,32768,50,fault,32768,16384,16384,63.42,17364.0,13.5,51.942,17364.0,3.842,62.081,17364.0,3.588,67.152,17364.0,13.684
sim_001_L_32768_P_50_uniform,32768,50,uniform,32768,16384,16384,62.507,17556.0,13.501,51.453,17556.0,3.264,52.264,17556.0,3.131,68.76,17556.0,13.279
sim_001_L_32768_P_60_biased,32768,60,biased,32768,19660,13108,62.261,17524.0,13.734,68.924,17524.0,4.88,65.043,17524.0,3.832,61.712,17524.0,12.37
sim_001_L_32768_P_60_cluster,32768,60,cluster,32768,19660,13108,62.373,17532.0,13.715,107.518,17532.0,6.826,97.316,17532.0,5.366,64.783,17532.0,13.822
sim_001_L_32768_P_60_fault,32768,60,fault,32768,19660,13108,68.412,17196.0,13.73,45.344,17196.0,3.352,50.308,17196.0,3.171,66.777,17196.0,13.413
sim_001_L_32768_P_60_uniform,32768,60,uniform,32768,19660,13108,60.939,17768.0,13.733,43.026,17768.0,3.161,49.658,17768.0,3.1,67.703,17768.0,13.065
sim_001_L_32768_P_70_biased,32768,70,biased,32768,22937,9831,65.722,17532.0,13.871,68.634,17532.0,4.511,62.99,17532.0,3.765,61.16,17532.0,12.654
sim_001_L_32768_P_70_cluster,32768,70,cluster,32768,22937,9831,66.89,17744.0,13.892,80.553,17744.0,5.537,80.262,17744.0,4.44,62.594,17744.0,13.224
sim_001_L_32768_P_70_fault,32768,70,fault,32768,22937,9831,65.545,17392.0,13.868,45.959,17392.0,3.424,54.382,17392.0,3.281,65.474,17392.0,12.963
sim_001_L_32768_P_70_uniform,32768,70,uniform,32768,22937,9831,63.219,17668.0,13.872,41.61,17668.0,3.103,50.136,17668.0,3.052,67.067,17668.0,13.637
sim_001_L_32768_P_80_biased,32768,80,biased,32768,26214,6554,68.238,17540.0,13.95,57.914,17540.0,4.029,63.427,17540.0,3.715,63.299,17540.0,12.669
sim_001_L_32768_P_80_cluster,32768,80,cluster,32768,26214,6554,65.388,17532.0,13.947,72.959,17532.0,5.18,72.448,17532.0,4.25,63.719,17532.0,12.994
sim_001_L_32768_P_80_fault,32768,80,fault,32768,26214,6554,62.806,17504.0,13.95,42.424,17504.0,3.296,53.414,17504.0,3.19,66.329,17504.0,12.867
sim_001_L_32768_P_80_uniform,32768,80,uniform,32768,26214,6554,64.581,17796.0,13.953,42.641,17796.0,3.063,49.598,17796.0,3.03,66.017,17796.0,13.493
sim_001_L_4096_P_30_biased,4096,30,biased,4096,1228,2868,36.724,17532.0,10.033,106.397,17532.0,7.083,52.655,17532.0,3.135,42.886,17532.0,9.161
sim_001_L_4096_P_30_cluster,4096,30,cluster,4096,1228,2868,50.8,17544.0,10.134,114.221,17544.0,6.481,88.419,17544.0,4.58,56.568,17544.0,10.361
sim_001_L_4096_P_30_fault,4096,30,fault,4096,1228,2868,43.978,17512.0,10.016,47.45,17512.0,3.366,51.94,17512.0,3.102,55.57,17512.0,9.716
sim_001_L_4096_P_30_uniform,4096,30,uniform,4096,1228,2868,44.751,17744.0,10.033,41.51,17744.0,2.777,48.754,17744.0,2.652,49.544,17744.0,10.013
sim_001_L_4096_P_40_biased,4096,40,biased,4096,1638,2458,47.56,17452.0,10.348,83.8,17452.0,5.504,51.006,17452.0,3.255,46.027,17452.0,8.92
sim_001_L_4096_P_40_cluster,4096,40,cluster,4096,1638,2458,43.136,17532.0,10.33,109.569,17532.0,7.153,78.737,17532.0,4.729,54.128,17532.0,10.395
sim_001_L_4096_P_40_fault,4096,40,fault,4096,1638,2458,40.547,17544.0,10.353,47.913,17544.0,3.365,50.135,17544.0,3.18,52.563,17544.0,9.754
sim_001_L_4096_P_40_uniform,4096,40,uniform,4096,1638,2458,45.754,17452.0,10.36,40.63,17452.0,2.944,44.893,17452.0,2.802,53.615,17452.0,9.723
sim_001_L_4096_P_50_biased,4096,50,biased,4096,2048,2048,51.478,17532.0,10.504,77.852,17532.0,4.999,63.791,17532.0,3.618,49.758,17532.0,9.273
sim_001_L_4096_P_50_cluster,4096,50,cluster,4096,2048,2048,43.837,17512.0,10.503,93.401,17512.0,6.016,82.681,17512.0,4.565,50.13,17512.0,10.591
sim_001_L_4096_P_50_fault,4096,50,fault,4096,2048,2048,46.137,17544.0,10.503,53.019,17544.0,3.705,61.802,17544.0,3.482,57.892,17544.0,10.363
sim_001_L_4096_P_50_uniform,4096,50,uniform,4096,2048,2048,43.226,17744.0,10.504,41.358,17744.0,3.043,53.357,17744.0,2.941,53.966,17744.0,10.082
sim_001_L_4096_P_60_biased,4096,60,biased,4096,2457,1639,47.422,17504.0,10.738,56.01,17504.0,4.194,56.146,17504.0,3.39,49.244,17504.0,9.357
sim_001_L_4096_P_60_cluster,4096,60,cluster,4096,2457,1639,46.444,17452.0,10.715,85.329,17452.0,5.653,78.76,17452.0,4.367,52.653,17452.0,11.052
sim_001_L_4096_P_60_fault,4096,60,fault,4096,2457,1639,47.238,17532.0,10.74,41.418,17532.0,3.157,50.332,17532.0,3.065,46.19,17532.0,10.369
sim_001_L_4096_P_60_uniform,4096,60,uniform,4096,2457,1639,46.482,17668.0,10.729,31.699,17668.0,2.431,35.803,17668.0,2.379,58.04,17668.0,10.219
sim_001_L_4096_P_70_biased,4096,70,biased,4096,2867,1229,50.418,17744.0,10.878,56.404,17744.0,3.876,56.066,17744.0,3.516,44.267,17744.0,9.646
sim_001_L_4096_P_70_cluster,4096,70,cluster,4096,2867,1229,50.175,17796.0,10.892,74.408,17796.0,5.111,58.345,17796.0,3.635,48.628,17796.0,9.881
