row_id,L,P,tipo,linhas_executaveis,linhas_executadas,linhas_nao_executadas,binary_tempo_ns,binary_memoria_kb,binary_iteracoes,interpolation_tempo_ns,interpolation_memoria_kb,interpolation_iteracoes,binary_interpolation_tempo_ns,binary_interpolation_memoria_kb,binary_interpolation_iteracoes,interpolation_once_binary_tempo_ns,interpolation_once_binary_memoria_kb,interpolation_once_binary_iteracoes
sim_028_L_65536_P_50_biased,65536,50,biased,65536,32768,32768,69.988,21324.0,14.5,102.079,21324.0,6.423,71.192,21324.0,3.995,66.954,21324.0,13.6
sim_028_L_65536_P_50_cluster,65536,50,cluster,65536,32768,32768,68.511,21368.0,14.501,120.209,21368.0,7.621,100.232,21368.0,5.519,62.203,21368.0,13.466
sim_028_L_65536_P_50_fault,65536,50,fault,65536,32768,32768,68.64,20984.0,14.5,56.956,20984.0,3.941,65.832,20984.0,3.681,66.96,20984.0,13.274
sim_028_L_65536_P_50_uniform,65536,50,uniform,65536,32768,32768,66.484,21324.0,14.5,46.137,21324.0,3.263,54.452,21324.0,3.149,70.457,21324.0,14.27
sim_028_L_65536_P_60_biased,65536,60,biased,65536,39321,26215,68.242,21108.0,14.731,82.275,21108.0,5.364,67.392,21108.0,4.018,62.145,21108.0,13.419
sim_028_L_65536_P_60_cluster,65536,60,cluster,65536,39321,26215,72.562,20984.0,14.731,108.039,20984.0,6.757,99.242,20984.0,5.409,70.286,20984.0,14.812
sim_028_L_65536_P_60_fault,65536,60,fault,65536,39321,26215,70.429,21392.0,14.732,55.787,21392.0,3.853,63.272,21392.0,3.694,71.866,21392.0,15.016
sim_028_L_65536_P_60_uniform,65536,60,uniform,65536,39321,26215,71.869,21076.0,14.734,46.974,21076.0,3.243,55.025,21076.0,3.184,69.875,21076.0,14.084
sim_028_L_65536_P_70_biased,65536,70,biased,65536,45875,19661,72.621,21324.0,14.872,65.941,21324.0,4.683,67.747,21324.0,3.996,67.076,21324.0,13.737
sim_028_L_65536_P_70_cluster,65536,70,cluster,65536,45875,19661,68.561,21152.0,14.88,88.071,21152.0,6.031,87.605,21152.0,4.831,67.511,21152.0,14.691
sim_028_L_65536_P_70_fault,65536,70,fault,65536,45875,19661,69.173,21076.0,14.87,55.379,21076.0,3.897,63.395,21076.0,3.751,67.576,21076.0,14.331
sim_028_L_65536_P_70_uniform,65536,70,uniform,65536,45875,19661,70.708,21356.0,14.873,43.546,21356.0,3.233,51.715,21356.0,3.189,68.067,21356.0,14.412
sim_028_L_65536_P_80_biased,65536,80,biased,65536,52428,13108,71.388,21652.0,14.951,59.946,21652.0,4.243,62.98,21652.0,3.821,67.463,21652.0,13.704
sim_028_L_65536_P_80_cluster,65536,80,cluster,65536,52428,13108,70.456,21172.0,14.952,72.771,21172.0,5.041,73.782,21172.0,4.324,72.828,21172.0,15.165
sim_028_L_65536_P_80_fault,65536,80,fault,65536,52428,13108,71.197,21108.0,14.952,54.265,21108.0,3.761,61.146,21108.0,3.663,68.924,21108.0,14.879
sim_028_L_65536_P_80_uniform,65536,80,uniform,65536,52428,13108,72.16,21208.0,14.951,39.061,21208.0,2.922,45.251,21208.0,2.899,69.265,21208.0,14.024
sim_028_L_8192_P_30_biased,8192,30,biased,8192,2457,5735,49.333,21324.0,11.022,138.601,21324.0,8.382,55.703,21324.0,3.297,47.865,21324.0,9.966
sim_028_L_8192_P_30_cluster,8192,30,cluster,8192,2457,5735,49.363,21172.0,11.094,125.495,21172.0,7.936,89.716,21172.0,5.08,52.86,21172.0,11.188
sim_028_L_8192_P_30_fault,8192,30,fault,8192,2457,5735,46.765,21324.0,11.05,52.547,21324.0,3.625,59.517,21324.0,3.368,55.891,21324.0,10.758
sim_028_L_8192_P_30_uniform,8192,30,uniform,8192,2457,5735,46.337,21592.0,11.036,46.68,21592.0,3.349,57.358,21592.0,3.215,55.593,21592.0,10.627
sim_028_L_8192_P_40_biased,8192,40,biased,8192,3276,4916,48.084,21108.0,11.341,84.397,21108.0,5.807,59.793,21108.0,3.46,53.138,21108.0,10.096
sim_028_L_8192_P_40_cluster,8192,40,cluster,8192,3276,4916,53.765,21652.0,11.345,104.209,21652.0,7.024,85.096,21652.0,4.784,56.437,21652.0,11.104
sim_028_L_8192_P_40_fault,8192,40,fault,8192,3276,4916,53.17,21640.0,11.358,49.016,21640.0,3.338,57.219,21640.0,3.113,59.348,21640.0,10.534
sim_028_L_8192_P_40_uniform,8192,40,uniform,8192,3276,4916,46.712,21324.0,11.362,45.412,21324.0,3.305,56.416,21324.0,3.207,54.066,21324.0,10.894
sim_028_L_8192_P_50_biased,8192,50,biased,8192,4096,4096,49.853,21640.0,11.503,74.009,21640.0,5.014,63.909,21640.0,3.578,49.832,21640.0,10.165
sim_028_L_8192_P_50_cluster,8192,50,cluster,8192,4096,4096,49.293,21356.0,11.515,97.303,21356.0,6.559,83.242,21356.0,4.677,56.017,21356.0,11.288
sim_028_L_8192_P_50_fault,8192,50,fault,8192,4096,4096,59.501,21324.0,11.502,55.416,21324.0,3.599,62.431,21324.0,3.329,62.615,21324.0,10.365
sim_028_L_8192_P_50_uniform,8192,50,uniform,8192,4096,4096,46.72,21592.0,11.502,45.319,21592.0,3.218,51.171,21592.0,3.081,57.278,21592.0,10.427
sim_028_L_8192_P_60_biased,8192,60,biased,8192,4915,3277,52.719,21324.0,11.736,62.57,21324.0,4.415,62.515,21324.0,3.662,50.302,21324.0,10.516
sim_028_L_8192_P_60_cluster,8192,60,cluster,8192,4915,3277,48.867,21208.0,11.715,98.583,21208.0,6.791,82.235,21208.0,4.746,55.438,21208.0,11.355
sim_028_L_8192_P_60_fault,8192,60,fault,8192,4915,3277,51.616,21356.0,11.735,53.261,21356.0,3.748,65.772,21356.0,3.603,64.416,21356.0,11.216
sim_028_L_8192_P_60_uniform,8192,60,uniform,8192,4915,3277,49.928,21208.0,11.74,39.885,21208.0,2.826,49.247,21208.0,2.776,60.686,21208.0,10.925
sim_028_L_8192_P_70_biased,8192,70,biased,8192,5734,2458,52.906,21652.0,11.872,62.153,21652.0,4.215,63.843,21652.0,3.626,57.071,21652.0,10.948
sim_028_L_8192_P_70_cluster,8192,70,cluster,8192,5734,2458,52.872,21356.0,11.889,82.103,21356.0,5.179,78.599,21356.0,4.281,54.197,21356.0,11.307
sim_028_L_8192_P_70_fault,8192,70,fault,8192,5734,2458,52.677,21324.0,11.875,50.623,21324.0,3.482,54.932,21324.0,3.383,61.661,21324.0,11.099
sim_028_L_8192_P_70_uniform,8192,70,uniform,8192,5734,2458,49.305,21652.0,11.872,37.548,21652.0,2.912,47.312,21652.0,2.868,52.536,21652.0,10.908
sim_028_L_8192_P_80_biased,8192,80,biased,8192,6553,1639,49.02,21592.0,11.951,46.106,21592.0,3.551,53.11,21592.0,3.365,47.918,21592.0,10.552
sim_028_L_8192_P_80_cluster,8192,80,cluster,8192,6553,1639,59.073,21324.0,11.949,71.328,21324.0,4.83,74.543,21324.0,4.206,57.004,21324.0,11.31
sim_028_L_8192_P_80_fault,8192,80,fault,8192,6553,1639,47.176,21208.0,11.948,48.396,21208.0,3.476,52.988,21208.0,3.379,58.079,21208.0,11.315
sim_028_L_8192_P_80_uniform,8192,80,uniform,8192,6553,1639,53.943,21324.0,11.952,34.974,21324.0,2.727,39.357,21324.0,2.683,50.496,21324.0,10.617
sim_029_L_1024_P_30_biased,1024,30,biased,1024,307,717,26.343,13608.0,8.025,78.394,13608.0,5.606,33.143,13608.0,2.497,38.014,13608.0,6.869
sim_029_L_1024_P_30_cluster,1024,30,cluster,1024,307,717,31.155,13476.0,8.443,74.619,13476.0,5.6,43.028,13476.0,2.998,29.937,13476.0,7.696
sim_029_L_1024_P_30_fault,1024,30,fault,1024,307,717,34.851,13356.0,8.081,39.976,13356.0,2.513,42.258,13356.0,2.346,37.867,13356.0,7.143
sim_029_L_1024_P_30_uniform,1024,30,uniform,1024,307,717,33.01,13612.0,8.078,36.458,13612.0,2.476,38.343,13612.0,2.451,40.562,13612.0,7.794
sim_029_L_1024_P_40_biased,1024,40,biased,1024,409,615,35.064,13472.0,8.367,59.681,13472.0,4.409,45.44,13472.0,2.807,37.842,13472.0,7.061
sim_029_L_1024_P_40_cluster,1024,40,cluster,1024,409,615,31.892,13484.0,8.312,80.899,13484.0,5.667,56.229,13484.0,3.901,39.94,13484.0,8.404
sim_029_L_1024_P_40_fault,1024,40,fault,1024,409,615,36.846,13476.0,8.339,36.497,13476.0,2.897,41.421,13476.0,2.654,31.977,13476.0,7.903
sim_029_L_1024_P_40_uniform,1024,40,uniform,1024,409,615,39.584,13356.0,8.354,34.634,13356.0,2.385,38.955,13356.0,2.256,40.749,13356.0,7.885
sim_029_L_1024_P_50_biased,1024,50,biased,1024,512,512,35.214,13356.0,8.511,50.437,13484.0,3.879,44.937,13484.0,3.073,44.521,13484.0,7.531
sim_029_L_1024_P_50_cluster,1024,50,cluster,1024,512,512,34.518,13472.0,8.511,82.421,13472.0,5.435,68.66,13472.0,3.931,42.308,13472.0,8.992
sim_029_L_1024_P_50_fault,1024,50,fault,1024,512,512,32.021,13484.0,8.513,43.634,13484.0,3.142,49.555,13484.0,2.939,38.731,13484.0,8.501
sim_029_L_1024_P_50_uniform,1024,50,uniform,1024,512,512,32.027,13608.0,8.514,25.701,13608.0,1.949,27.803,13608.0,1.886,39.622,13608.0,7.796
sim_029_L_1024_P_60_biased,1024,60,biased,1024,614,410,29.091,13728.0,8.745,45.773,13728.0,3.641,51.613,13728.0,3.108,36.832,13728.0,7.692
sim_029_L_1024_P_60_cluster,1024,60,cluster,1024,614,410,36.448,13728.0,8.791,66.602,13728.0,4.548,59.096,13728.0,3.326,38.061,13728.0,8.552
sim_029_L_1024_P_60_fault,1024,60,fault,1024,614,410,29.203,13608.0,8.769,39.077,13608.0,2.917,41.515,13608.0,2.796,37.211,13608.0,7.763
sim_029_L_1024_P_60_uniform,1024,60,uniform,1024,614,410,33.367,13484.0,8.754,25.439,13484.0,2.211,32.449,13484.0,2.158,39.908,13484.0,8.22
sim_029_L_1024_P_70_biased,1024,70,biased,1024,716,308,37.401,13484.0,8.897,51.163,13484.0,3.363,56.318,13484.0,3.119,43.696,13484.0,7.826
sim_029_L_1024_P_70_cluster,1024,70,cluster,1024,716,308,40.701,13612.0,8.975,77.012,13612.0,5.248,43.899,13612.0,3.158,42.018,13612.0,8.804
sim_029_L_1024_P_70_fault,1024,70,fault,1024,716,308,40.131,13484.0,8.882,34.466,13484.0,2.729,48.216,13484.0,2.553,42.891,13484.0,8.112
sim_029_L_1024_P_70_uniform,1024,70,uniform,1024,716,308,38.023,13608.0,8.885,26.325,13608.0,2.23,33.626,13608.0,2.213,36.085,13608.0,8.187
sim_029_L_1024_P_80_biased,1024,80,biased,1024,819,205,33.307,13484.0,8.959,33.413,13484.0,2.827,40.194,13484.0,2.733,35.911,13484.0,8.107
sim_029_L_1024_P_80_cluster,1024,80,cluster,1024,819,205,33.835,13472.0,9.011,55.227,13472.0,4.193,58.585,13472.0,3.539,50.142,13472.0,9.286
sim_029_L_1024_P_80_fault,1024,80,fault,1024,819,205,30.887,13484.0,8.957,42.15,13484.0,3.299,42.648,13484.0,3.162,38.995,13484.0,8.489
sim_029_L_1024_P_80_uniform,1024,80,uniform,1024,819,205,37.795,13472.0,8.955,31.1,13472.0,2.505,37.032,13472.0,2.491,40.054,13472.0,8.693
sim_029_L_128_P_30_biased,128,30,biased,128,38,90,16.534,13476.0,5.039,34.688,13476.0,2.445,18.963,13476.0,1.477,22.217,13476.0,4.922
sim_029_L_128_P_30_cluster,128,30,cluster,128,38,90,22.229,13476.0,5.555,4.513,13476.0,0.297,7.076,13476.0,0.297,15.4,13476.0,4.516
sim_029_L_128_P_30_fault,128,30,fault,128,38,90,18.457,13612.0,5.156,26.969,13612.0,1.969,36.725,13612.0,1.852,22.762,13612.0,4.906
sim_029_L_128_P_30_uniform,128,30,uniform,128,38,90,23.309,13736.0,5.109,17.803,13736.0,1.516,28.119,13736.0,1.461,22.365,13736.0,4.805
sim_029_L_128_P_40_biased,128,40,biased,128,51,77,23.67,13612.0,5.375,47.958,13612.0,3.148,29.91,13612.0,1.938,28.401,13612.0,4.547
sim_029_L_128_P_40_cluster,128,40,cluster,128,51,77,20.668,13612.0,5.016,7.537,13612.0,0.398,7.526,13612.0,0.398,20.117,13612.0,3.469
sim_029_L_128_P_40_fault,128,40,fault,128,51,77,15.858,13728.0,5.336,29.634,13728.0,2.422,24.254,13728.0,1.766,22.02,13728.0,4.32
sim_029_L_128_P_40_uniform,128,40,uniform,128,51,77,22.954,13612.0,5.383,23.962,13612.0,1.492,19.959,13612.0,1.469,23.2,13612.0,4.922
sim_029_L_128_P_50_biased,128,50,biased,128,64,64,24.364,13612.0,5.57,32.063,13612.0,2.5,30.226,13612.0,2.297,23.9,13612.0,4.953
sim_029_L_128_P_50_cluster,128,50,cluster,128,64,64,23.327,13472.0,5.562,15.996,13472.0,1.109,17.305,13472.0,0.992,25.756,13472.0,5.258
sim_029_L_128_P_50_fault,128,50,fault,128,64,64,24.214,13604.0,5.578,34.734,13604.0,3.008,32.317,13604.0,2.516,32.159,13604.0,5.305
sim_029_L_128_P_50_uniform,128,50,uniform,128,64,64,25.097,13612.0,5.602,24.905,13612.0,1.68,26.948,13612.0,1.68,34.41,13612.0,4.852
sim_029_L_128_P_60_biased,128,60,biased,128,76,52,18.481,13736.0,5.781,35.258,13736.0,2.508,33.965,13736.0,2.312,26.966,13736.0,5.016
sim_029_L_128_P_60_cluster,128,60,cluster,128,76,52,27.389,13484.0,5.656,44.238,13484.0,3.359,34.329,13484.0,2.219,25.548,13484.0,6.031
sim_029_L_128_P_60_fault,128,60,fault,128,76,52,17.01,13728.0,5.797,30.298,13728.0,2.07,31.226,13728.0,1.938,21.369,13728.0,5.102
sim_029_L_128_P_60_uniform,128,60,uniform,128,76,52,24.536,13604.0,5.758,22.874,13604.0,1.609,29.308,13604.0,1.586,35.677,13604.0,4.648
sim_029_L_128_P_70_biased,128,70,biased,128,89,39,16.227,13604.0,5.898,28.962,13604.0,2.273,26.358,13604.0,2.211,21.332,13604.0,5.586
sim_029_L_128_P_70_cluster,128,70,cluster,128,89,39,20.631,13604.0,5.93,16.064,13604.0,1.258,16.798,13604.0,1.25,27.472,13604.0,5.227
sim_029_L_128_P_70_fault,128,70,fault,128,89,39,17.429,13740.0,5.906,20.773,13740.0,2.211,36.548,13740.0,2.18,22.844,13740.0,5.945
sim_029_L_128_P_70_uniform,128,70,uniform,128,89,39,21.918,13728.0,5.898,20.731,13728.0,1.969,27.33,13728.0,1.992,36.332,13728.0,5.562
sim_029_L_128_P_80_biased,128,80,biased,128,102,26,16.711,13732.0,6.016,18.659,13732.0,2.0,32.001,13732.0,1.953,19.999,13732.0,5.0
sim_029_L_128_P_80_cluster,128,80,cluster,128,102,26,22.981,13612.0,5.875,14.994,13612.0,1.195,12.056,13612.0,1.195,21.69,13612.0,4.008
sim_029_L_128_P_80_fault,128,80,fault,128,102,26,18.956,13728.0,6.062,30.035,13728.0,1.984,34.03,13728.0,1.93,36.834,13728.0,5.688
sim_029_L_128_P_80_uniform,128,80,uniform,128,102,26,18.808,13736.0,5.992,24.278,13736.0,1.492,18.23,13736.0,1.484,22.612,13736.0,4.656
sim_029_L_16384_P_30_biased,16384,30,biased,16384,4915,11469,49.752,15276.0,12.036,112.769,15276.0,8.435,54.05,15276.0,3.406,55.586,15276.0,10.882
sim_029_L_16384_P_30_cluster,16384,30,cluster,16384,4915,11469,48.894,15376.0,12.048,120.106,15376.0,7.787,92.416,15376.0,5.212,56.656,15376.0,11.639
sim_029_L_16384_P_30_fault,16384,30,fault,16384,4915,11469,52.934,15424.0,12.032,51.93,15424.0,3.71,59.449,15424.0,3.451,58.501,15424.0,11.257
sim_029_L_16384_P_30_uniform,16384,30,uniform,16384,4915,11469,51.72,15376.0,12.03,40.591,15376.0,2.854,46.153,15376.0,2.718,60.063,15376.0,11.802
sim_029_L_16384_P_40_biased,16384,40,biased,16384,6553,9831,52.121,15168.0,12.348,91.322,15168.0,6.396,64.342,15168.0,3.682,55.208,15168.0,11.047
sim_029_L_16384_P_40_cluster,16384,40,cluster,16384,6553,9831,57.868,15272.0,12.426,124.952,15272.0,7.486,91.876,15272.0,5.149,57.28,15272.0,12.068
sim_029_L_16384_P_40_fault,16384,40,fault,16384,6553,9831,54.327,15076.0,12.343,56.261,15076.0,3.909,64.699,15076.0,3.719,57.678,15076.0,12.102
sim_029_L_16384_P_40_uniform,16384,40,uniform,16384,6553,9831,55.656,15272.0,12.351,46.422,15272.0,3.194,51.606,15272.0,3.109,59.557,15272.0,11.76
sim_029_L_16384_P_50_biased,16384,50,biased,16384,8192,8192,55.311,15424.0,12.501,78.864,15424.0,5.434,64.563,15424.0,3.728,54.815,15424.0,11.153
sim_029_L_16384_P_50_cluster,16384,50,cluster,16384,8192,8192,55.586,15304.0,12.504,106.585,15304.0,6.68,92.555,15304.0,5.255,59.266,15304.0,12.636
sim_029_L_16384_P_50_fault,16384,50,fault,16384,8192,8192,57.641,15168.0,12.501,50.352,15168.0,3.366,50.5,15168.0,3.122,61.453,15168.0,11.316
sim_029_L_16384_P_50_uniform,16384,50,uniform,16384,8192,8192,56.356,15304.0,12.501,41.522,15304.0,3.011,49.21,15304.0,2.917,58.271,15304.0,11.277
sim_029_L_16384_P_60_biased,16384,60,biased,16384,9830,6554,54.85,15272.0,12.734,78.24,15272.0,5.058,64.849,15272.0,3.894,60.385,15272.0,11.837
sim_029_L_16384_P_60_cluster,16384,60,cluster,16384,9830,6554,58.942,15168.0,12.728,90.109,15168.0,6.266,80.584,15168.0,4.663,58.755,15168.0,12.033
sim_029_L_16384_P_60_fault,16384,60,fault,16384,9830,6554,56.167,15416.0,12.732,47.877,15416.0,3.503,56.682,15416.0,3.321,59.797,15416.0,11.901
sim_029_L_16384_P_60_uniform,16384,60,uniform,16384,9830,6554,54.631,15424.0,12.738,40.179,15424.0,2.869,45.891,15424.0,2.824,61.904,15440.0,12.314
sim_029_L_16384_P_70_biased,16384,70,biased,16384,11468,4916,57.285,15276.0,12.875,58.017,15276.0,4.208,64.216,15276.0,3.701,60.076,15276.0,11.466
sim_029_L_16384_P_70_cluster,16384,70,cluster,16384,11468,4916,57.482,15268.0,12.885,95.692,15268.0,6.172,86.916,15268.0,5.114,63.108,15268.0,12.882
sim_029_L_16384_P_70_fault,16384,70,fault,16384,11468,4916,57.61,15376.0,12.873,42.784,15376.0,3.341,49.53,15376.0,3.183,61.166,15376.0,12.513
sim_029_L_16384_P_70_uniform,16384,70,uniform,16384,11468,4916,55.901,15276.0,12.867,34.757,15276.0,2.636,43.336,15276.0,2.595,59.651,15276.0,11.919
sim_029_L_16384_P_80_biased,16384,80,biased,16384,13107,3277,58.454,15356.0,12.952,51.776,15356.0,3.724,59.133,15356.0,3.581,58.551,15356.0,11.558
sim_029_L_16384_P_80_cluster,16384,80,cluster,16384,13107,3277,59.418,15492.0,12.936,64.63,15492.0,4.541,65.552,15492.0,3.978,64.232,15492.0,12.925
sim_029_L_16384_P_80_fault,16384,80,fault,16384,13107,3277,59.451,15276.0,12.951,43.888,15276.0,3.198,48.733,15276.0,3.087,57.698,15276.0,12.11
sim_029_L_16384_P_80_uniform,16384,80,uniform,16384,13107,3277,56.888,15380.0,12.951,40.066,15380.0,2.872,45.102,15380.0,2.848,61.857,15380.0,13.412
sim_029_L_2048_P_30_biased,2048,30,biased,2048,614,1434,33.504,15492.0,9.052,79.632,15492.0,6.309,46.294,15492.0,2.868,44.842,15492.0,8.353
sim_029_L_2048_P_30_cluster,2048,30,cluster,2048,614,1434,42.611,15416.0,8.984,85.928,15416.0,5.596,60.9,15416.0,3.532,48.632,15416.0,8.697
sim_029_L_2048_P_30_fault,2048,30,fault,2048,614,1434,34.873,15492.0,9.044,49.691,15492.0,3.351,51.462,15492.0,3.02,43.439,15492.0,9.065
sim_029_L_2048_P_30_uniform,2048,30,uniform,2048,614,1434,41.953,15376.0,9.036,38.451,15376.0,2.438,39.674,15376.0,2.33,48.726,15376.0,8.354
sim_029_L_2048_P_40_biased,2048,40,biased,2048,819,1229,39.359,15380.0,9.367,82.095,15380.0,5.178,49.22,15380.0,2.889,37.023,15380.0,7.926
sim_029_L_2048_P_40_cluster,2048,40,cluster,2048,819,1229,42.487,15360.0,9.314,113.052,15360.0,6.831,68.522,15360.0,4.051,51.754,15360.0,9.156
sim_029_L_2048_P_40_fault,2048,40,fault,2048,819,1229,33.108,15380.0,9.354,35.752,15380.0,2.945,46.797,15380.0,2.766,47.683,15380.0,9.052
sim_029_L_2048_P_40_uniform,2048,40,uniform,2048,819,1229,37.829,15492.0,9.374,32.585,15492.0,2.648,42.577,15492.0,2.572,39.989,15492.0,8.003
sim_029_L_2048_P_50_biased,2048,50,biased,2048,1024,1024,39.454,15376.0,9.508,71.155,15376.0,4.564,55.054,15376.0,3.229,34.983,15376.0,8.378
sim_029_L_2048_P_50_cluster,2048,50,cluster,2048,1024,1024,38.743,15416.0,9.506,102.692,15416.0,5.966,75.043,15416.0,4.164,46.772,15416.0,9.757
sim_029_L_2048_P_50_fault,2048,50,fault,2048,1024,1024,41.22,15376.0,9.506,49.563,15376.0,3.21,60.488,15376.0,3.025,60.27,15376.0,9.61
sim_029_L_2048_P_50_uniform,2048,50,uniform,2048,1024,1024,38.642,15416.0,9.508,32.679,15416.0,2.599,38.841,15416.0,2.529,50.529,15416.0,9.467
sim_029_L_2048_P_60_biased,2048,60,biased,2048,1228,820,40.629,15360.0,9.726,51.401,15360.0,3.732,57.174,15360.0,3.216,50.273,15360.0,8.47
sim_029_L_2048_P_60_cluster,2048,60,cluster,2048,1228,820,45.409,15492.0,9.807,71.864,15492.0,4.654,50.103,15492.0,3.2,41.228,15492.0,9.104
sim_029_L_2048_P_60_fault,2048,60,fault,2048,1228,820,49.219,15360.0,9.735,52.379,15360.0,3.138,54.42,15360.0,2.968,47.348,15360.0,9.249
sim_029_L_2048_P_60_uniform,2048,60,uniform,2048,1228,820,48.245,15276.0,9.731,50.231,15276.0,2.72,47.478,15276.0,2.64,42.471,15276.0,8.523
sim_029_L_2048_P_70_biased,2048,70,biased,2048,1433,615,44.006,15360.0,9.871,51.922,15360.0,3.602,57.545,15360.0,3.226,49.256,15360.0,8.648
sim_029_L_2048_P_70_cluster,2048,70,cluster,2048,1433,615,43.293,15380.0,9.828,66.057,15380.0,4.594,54.648,15380.0,3.479,44.723,15380.0,9.056
sim_029_L_2048_P_70_fault,2048,70,fault,2048,1433,615,51.625,15376.0,9.865,43.89,15376.0,3.337,48.407,15376.0,3.259,50.533,15376.0,9.64
sim_029_L_2048_P_70_uniform,2048,70,uniform,2048,1433,615,50.493,15492.0,9.873,36.166,15492.0,2.379,36.295,15492.0,2.361,47.679,15492.0,8.951
sim_029_L_2048_P_80_biased,2048,80,biased,2048,1638,410,45.015,15360.0,9.96,39.25,15360.0,3.091,44.382,15360.0,3.038,44.886,15360.0,9.144
sim_029_L_2048_P_80_cluster,2048,80,cluster,2048,1638,410,43.283,15272.0,9.979,57.71,15272.0,4.288,62.522,15272.0,3.884,58.154,15272.0,10.292
sim_029_L_2048_P_80_fault,2048,80,fault,2048,1638,410,51.882,15376.0,9.95,39.824,15376.0,2.842,40.144,15376.0,2.729,37.537,15376.0,9.254
sim_029_L_2048_P_80_uniform,2048,80,uniform,2048,1638,410,47.842,15272.0,9.959,29.634,15272.0,2.161,31.444,15272.0,2.119,45.39,15272.0,8.878
sim_029_L_256_P_30_biased,256,30,biased,256,76,180,22.86,15380.0,6.098,49.129,15380.0,3.582,34.275,15380.0,1.809,27.791,15380.0,5.027
sim_029_L_256_P_30_cluster,256,30,cluster,256,76,180,28.852,15272.0,5.836,8.224,15272.0,0.297,10.012,15272.0,0.297,21.592,15272.0,4.523
sim_029_L_256_P_30_fault,256,30,fault,256,76,180,21.001,15376.0,6.055,30.259,15376.0,2.422,40.192,15376.0,2.047,34.028,15376.0,5.469
sim_029_L_256_P_30_uniform,256,30,uniform,256,76,180,43.268,15276.0,6.141,31.921,15276.0,1.766,35.906,15276.0,1.734,33.884,15276.0,5.672
sim_029_L_256_P_40_biased,256,40,biased,256,102,154,34.614,15376.0,6.316,56.274,15376.0,3.285,42.839,15376.0,2.336,38.811,15376.0,5.371
sim_029_L_256_P_40_cluster,256,40,cluster,256,102,154,32.613,15376.0,6.137,40.0,15376.0,2.48,31.757,15376.0,1.793,29.569,15376.0,6.488
sim_029_L_256_P_40_fault,256,40,fault,256,102,154,30.595,15376.0,6.422,58.54,15376.0,2.488,49.833,15376.0,2.402,42.887,15376.0,6.27
sim_029_L_256_P_40_uniform,256,40,uniform,256,102,154,30.202,15276.0,6.379,28.528,15276.0,1.988,40.809,15276.0,1.965,40.846,15276.0,6.18
sim_029_L_256_P_50_biased,256,50,biased,256,128,128,25.059,15272.0,6.543,47.6,15272.0,3.32,46.124,15272.0,2.723,26.918,15272.0,5.863
sim_029_L_256_P_50_cluster,256,50,cluster,256,128,128,35.89,15272.0,6.699,31.43,15272.0,1.836,40.274,15272.0,1.785,55.772,15272.0,6.961
sim_029_L_256_P_50_fault,256,50,fault,256,128,128,28.769,15492.0,6.547,35.823,15492.0,2.473,29.998,15492.0,2.164,43.674,15492.0,5.914
sim_029_L_256_P_50_uniform,256,50,uniform,256,128,128,27.84,15380.0,6.535,41.812,15380.0,2.676,46.751,15380.0,2.562,32.283,15380.0,6.469
sim_029_L_256_P_60_biased,256,60,biased,256,153,103,31.64,15360.0,6.781,33.562,15360.0,2.566,39.456,15360.0,2.457,36.462,15360.0,5.496
sim_029_L_256_P_60_cluster,256,60,cluster,256,153,103,22.759,15276.0,6.773,38.243,15276.0,2.48,37.514,15276.0,2.391,33.349,15276.0,7.008
sim_029_L_256_P_60_fault,256,60,fault,256,153,103,32.571,15380.0,6.676,38.15,15380.0,2.578,39.937,15380.0,2.48,48.158,15380.0,5.875
sim_029_L_256_P_60_uniform,256,60,uniform,256,153,103,22.033,15360.0,6.742,24.187,15360.0,1.77,22.531,15360.0,1.742,30.879,15360.0,5.84
sim_029_L_256_P_70_biased,256,70,biased,256,179,77,33.587,15376.0,6.91,40.823,15376.0,2.637,43.35,15376.0,2.438,42.744,15376.0,6.734
sim_029_L_256_P_70_cluster,256,70,cluster,256,179,77,34.101,15492.0,6.875,62.85,15492.0,3.465,57.312,15492.0,2.973,45.379,15492.0,7.094
sim_029_L_256_P_70_fault,256,70,fault,256,179,77,28.242,15492.0,6.875,30.92,15492.0,1.973,30.544,15492.0,1.953,34.857,15492.0,5.984
sim_029_L_256_P_70_uniform,256,70,uniform,256,179,77,27.655,15360.0,6.867,21.841,15360.0,1.855,23.713,15360.0,1.816,37.246,15360.0,6.117
sim_029_L_256_P_80_biased,256,80,biased,256,204,52,29.52,15360.0,6.973,31.743,15360.0,2.348,40.671,15360.0,2.359,29.777,15360.0,5.84
sim_029_L_256_P_80_cluster,256,80,cluster,256,204,52,25.644,15376.0,7.023,26.033,15376.0,1.805,25.839,15376.0,1.801,39.943,15376.0,6.73
sim_029_L_256_P_80_fault,256,80,fault,256,204,52,32.872,15376.0,6.996,31.835,15376.0,2.102,29.027,15376.0,2.082,45.014,15376.0,6.625
sim_029_L_256_P_80_uniform,256,80,uniform,256,204,52,38.469,15492.0,7.0,56.951,15492.0,2.617,47.914,15492.0,2.516,42.084,15492.0,6.223
sim_029_L_32768_P_30_biased,32768,30,biased,32768,9830,22938,61.531,17040.0,13.035,141.085,17040.0,9.228,59.607,17040.0,3.544,58.322,17040.0,11.572
sim_029_L_32768_P_30_cluster,32768,30,cluster,32768,9830,22938,59.487,17016.0,13.095,129.346,17016.0,8.173,102.822,17016.0,5.487,68.371,17016.0,12.86
